Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield,Rainfall,Temperature,Humidity
Moong(Green Gram),2015,Kharif,uttar pradesh,45628.0,9894,596.7,7205117.48,15057.24,0.245,17.830000000000002,31.092000000000002,56.406000000000006
Moong(Green Gram),2015,Summer,uttar pradesh,64569.0,40979,596.7,10196090.79,21307.77,0.617205882,1.9700000000000002,32.185,32.2
Onion,2015,Rabi,uttar pradesh,10390.0,122238,596.7,1640684.9,3428.7,11.76805556,0.94,21.369999999999997,29.97
Onion,2015,Summer,uttar pradesh,13796.0,187324,596.7,2178526.36,4552.68,13.14577465,1.9700000000000002,32.185,32.2
Peas & beans (Pulses),2015,Rabi,uttar pradesh,286340.0,284838,596.7,45215949.4,94492.2,1.0004,0.94,21.369999999999997,29.97
Potato,2015,Rabi,uttar pradesh,612600.0,14112748,596.7,96735666.0,202158.0,22.6352,0.94,21.369999999999997,29.97
Rapeseed &Mustard,2015,Rabi,uttar pradesh,593351.0,602616,596.7,93696056.41,195805.83,0.8876,0.94,21.369999999999997,29.97
Rice,2015,Kharif,uttar pradesh,5837445.0,12434053,596.7,921790939.9,1926356.85,2.096133333,17.830000000000002,31.092000000000002,56.406000000000006
Rice,2015,Summer,uttar pradesh,24595.0,67107,596.7,3883796.45,8116.35,2.295,1.9700000000000002,32.185,32.2
Sannhamp,2015,Kharif,uttar pradesh,1992.0,568,596.7,314556.72,657.36,0.280714286,17.830000000000002,31.092000000000002,56.406000000000006
Sesamum,2015,Kharif,uttar pradesh,545983.0,165537,596.7,86216175.53,180174.39,0.253150685,17.830000000000002,31.092000000000002,56.406000000000006
Small millets,2015,Kharif,uttar pradesh,8249.0,5322,596.7,1302599.59,2722.17,0.695833333,17.830000000000002,31.092000000000002,56.406000000000006
Small millets,2015,Summer,uttar pradesh,60.0,57,596.7,9474.6,19.8,0.9625,1.9700000000000002,32.185,32.2
Soyabean,2015,Kharif,uttar pradesh,35542.0,6221,596.7,5612437.22,11728.86,0.1775,17.830000000000002,31.092000000000002,56.406000000000006
Sugarcane,2015,Kharif,uttar pradesh,2168888.0,145384798,596.7,342489104.1,715733.04,59.79746667,17.830000000000002,31.092000000000002,56.406000000000006
Sunflower,2015,Summer,uttar pradesh,2198.0,3534,596.7,347086.18,725.34,1.624473684,1.9700000000000002,32.185,32.2
Sweet potato,2015,Kharif,uttar pradesh,14069.0,169588,596.7,2221635.79,4642.77,12.04796296,17.830000000000002,31.092000000000002,56.406000000000006
Tobacco,2015,Rabi,uttar pradesh,31216.0,137979,596.7,4929318.56,10301.28,4.409473684,0.94,21.369999999999997,29.97
Tobacco,2015,Summer,uttar pradesh,422.0,660,596.7,66638.02,139.26,1.594166667,1.9700000000000002,32.185,32.2
Turmeric,2015,Rabi,uttar pradesh,875.0,971,596.7,138171.25,288.75,1.08,0.94,21.369999999999997,29.97
Urad,2015,Kharif,uttar pradesh,570013.0,165862,596.7,90010752.83,188104.29,0.376486486,17.830000000000002,31.092000000000002,56.406000000000006
Urad,2015,Summer,uttar pradesh,47215.0,27233,596.7,7455720.65,15580.95,0.6,1.9700000000000002,32.185,32.2
Wheat,2015,Rabi,uttar pradesh,9644838.0,26874361,596.7,1523016369.0,3182796.54,2.768,0.94,21.369999999999997,29.97
Arhar/Tur,2015,Rabi,west bengal,2837.0,2480,1717.0,447990.67,936.21,0.842727273,3.41,22.826,60.71
Bajra,2015,Kharif,west bengal,166.0,49,1717.0,26213.06,54.78,0.32,41.6,28.35,83.466
Barley,2015,Rabi,west bengal,2500.0,3525,1717.0,394775.0,825.0,1.408571429,3.41,22.826,60.71
Castor seed,2015,Kharif,west bengal,56.0,34,1717.0,8842.96,18.48,0.61,41.6,28.35,83.466
Cotton(lint),2015,Kharif,west bengal,451.0,1326,1717.0,71217.41,148.83,2.94,41.6,28.35,83.466
Gram,2015,Rabi,west bengal,30792.0,24564,1717.0,4862364.72,10161.36,0.9,3.41,22.826,60.71
Groundnut,2015,Rabi,west bengal,13472.0,24593,1717.0,2127363.52,4445.76,1.759285714,3.41,22.826,60.71
Groundnut,2015,Summer,west bengal,62098.0,145068,1717.0,9805895.18,20492.34,2.0,5.890000000000001,30.88,63.75
Horse-gram,2015,Rabi,west bengal,2081.0,1081,1717.0,328610.71,686.73,0.662727273,3.41,22.826,60.71
Jute,2015,Kharif,west bengal,544701.0,7667066,1717.0,86013734.91,179751.33,15.37588235,41.6,28.35,83.466
Khesari,2015,Rabi,west bengal,65422.0,58625,1717.0,10330788.02,21589.26,0.894375,3.41,22.826,60.71
Linseed,2015,Rabi,west bengal,6191.0,2275,1717.0,977620.81,2043.03,0.350714286,3.41,22.826,60.71
Maize,2015,Rabi,west bengal,52130.0,284572,1717.0,8231848.3,17202.9,3.6,3.41,22.826,60.71
Maize,2015,Summer,west bengal,55352.0,255082,1717.0,8740634.32,18266.16,3.279444444,5.890000000000001,30.88,63.75
Masoor,2015,Rabi,west bengal,95466.0,63536,1717.0,15075036.06,31503.78,0.684444444,3.41,22.826,60.71
Mesta,2015,Kharif,west bengal,9379.0,109716,1717.0,1481037.89,3095.07,9.565,41.6,28.35,83.466
Moong(Green Gram),2015,Kharif,west bengal,1192.0,1029,1717.0,188228.72,393.36,0.762727273,41.6,28.35,83.466
Moong(Green Gram),2015,Rabi,west bengal,2633.0,1800,1717.0,415777.03,868.89,0.767,3.41,22.826,60.71
Moong(Green Gram),2015,Summer,west bengal,53186.0,36274,1717.0,8398601.26,17551.38,0.876875,5.890000000000001,30.88,63.75
Moth,2015,Rabi,west bengal,16.0,14,1717.0,2526.56,5.28,0.88,3.41,22.826,60.71
Niger seed,2015,Kharif,west bengal,4132.0,2959,1717.0,652484.12,1363.56,0.575,41.6,28.35,83.466
Other  Rabi pulses,2015,Rabi,west bengal,374.0,186,1717.0,59058.34,123.42,0.554,3.41,22.826,60.71
Other Kharif pulses,2015,Kharif,west bengal,951.0,636,1717.0,150172.41,313.83,0.545714286,41.6,28.35,83.466
Peas & beans (Pulses),2015,Rabi,west bengal,15025.0,11320,1717.0,2372597.75,4958.25,0.724666667,3.41,22.826,60.71
Potato,2015,Rabi,west bengal,489959.0,9696830,1717.0,77369425.69,161686.47,21.85277778,3.41,22.826,60.71
Potato,2015,Summer,west bengal,2445.0,29462,1717.0,386089.95,806.85,12.05,5.890000000000001,30.88,63.75
Rapeseed &Mustard,2015,Rabi,west bengal,457832.0,490219,1717.0,72296251.12,151084.56,0.887222222,3.41,22.826,60.71
Rice,2015,Summer,west bengal,1310585.0,4424392,1717.0,206954477.4,432493.05,3.155,5.890000000000001,30.88,63.75
Safflower,2015,Kharif,west bengal,486.0,424,1717.0,76744.26,160.38,0.855714286,41.6,28.35,83.466
Sannhamp,2015,Kharif,west bengal,810.0,3443,1717.0,127907.1,267.3,4.345,41.6,28.35,83.466
Sesamum,2015,Summer,west bengal,224865.0,209668,1717.0,35508432.15,74205.45,0.799411765,5.890000000000001,30.88,63.75
Small millets,2015,Rabi,west bengal,525.0,716,1717.0,82902.75,173.25,0.965,3.41,22.826,60.71
Soyabean,2015,Kharif,west bengal,600.0,436,1717.0,94746.0,198.0,0.62,41.6,28.35,83.466
Sunflower,2015,Kharif,west bengal,7225.0,9407,1717.0,1140899.75,2384.25,1.298125,41.6,28.35,83.466
Urad,2015,Kharif,west bengal,63103.0,43563,1717.0,9964594.73,20823.99,0.580625,41.6,28.35,83.466
Urad,2015,Rabi,west bengal,11177.0,10658,1717.0,1764960.07,3688.41,0.9,3.41,22.826,60.71
Wheat,2015,Rabi,west bengal,339851.0,788503,1717.0,53665871.41,112150.83,2.191111111,3.41,22.826,60.71
Arhar/Tur,2016,Kharif,bihar,20980.0,33173,1205.6,3215185.0,7343.0,1.667714286,32.150000000000006,29.218,75.2
Bajra,2016,Kharif,bihar,3564.0,4045,1205.6,546183.0,1247.4,1.13,32.150000000000006,29.218,75.2
Barley,2016,Rabi,bihar,10823.0,16290,1205.6,1658624.75,3788.05,1.506538462,0.47000000000000003,19.134,59.29
Castor seed,2016,Kharif,bihar,77.0,74,1205.6,11800.25,26.95,0.9875,32.150000000000006,29.218,75.2
Gram,2016,Rabi,bihar,59364.0,66502,1205.6,9097533.0,20777.4,1.098,0.47000000000000003,19.134,59.29
Groundnut,2016,Kharif,bihar,979.0,994,1205.6,150031.75,342.65,1.006666667,32.150000000000006,29.218,75.2
Horse-gram,2016,Kharif,bihar,8300.0,7626,1205.6,1271975.0,2905.0,0.919444444,32.150000000000006,29.218,75.2
Jowar,2016,Kharif,bihar,1796.0,1912,1205.6,275237.0,628.6,1.058333333,32.150000000000006,29.218,75.2
Jute,2016,Kharif,bihar,91380.0,1355875,1205.6,14003985.0,31983.0,16.25875,32.150000000000006,29.218,75.2
Khesari,2016,Rabi,bihar,52102.0,55176,1205.6,7984631.5,18235.7,0.947714286,0.47000000000000003,19.134,59.29
Linseed,2016,Rabi,bihar,12684.0,10561,1205.6,1943823.0,4439.4,0.838857143,0.47000000000000003,19.134,59.29
Maize,2016,Rabi,bihar,284883.0,2131513,1205.6,43658319.75,99709.05,6.058181818,0.47000000000000003,19.134,59.29
Maize,2016,Summer,bihar,194577.0,1089887,1205.6,29818925.25,68101.95,4.561666667,2.09,34.730000000000004,27.39
Masoor,2016,Rabi,bihar,146093.0,146875,1205.6,22388752.25,51132.55,0.934473684,0.47000000000000003,19.134,59.29
Mesta,2016,Kharif,bihar,16323.0,38666,1205.6,2501499.75,5713.05,2.346875,32.150000000000006,29.218,75.2
Moong(Green Gram),2016,Kharif,bihar,10651.0,8329,1205.6,1632265.75,3727.85,0.76516129,32.150000000000006,29.218,75.2
Moong(Green Gram),2016,Summer,bihar,161583.0,111547,1205.6,24762594.75,56554.05,0.781578947,2.09,34.730000000000004,27.39
Onion,2016,Rabi,bihar,13634.0,161682,1205.6,2089410.5,4771.9,10.70864865,0.47000000000000003,19.134,59.29
Other  Rabi pulses,2016,Rabi,bihar,2341.0,2352,1205.6,358758.25,819.35,1.002352941,0.47000000000000003,19.134,59.29
Other Kharif pulses,2016,Kharif,bihar,2343.0,1858,1205.6,359064.75,820.05,0.835714286,32.150000000000006,29.218,75.2
Peas & beans (Pulses),2016,Rabi,bihar,16401.0,16736,1205.6,2513453.25,5740.35,1.012368421,0.47000000000000003,19.134,59.29
Potato,2016,Rabi,bihar,92721.0,1263936,1205.6,14209493.25,32452.35,14.89184211,0.47000000000000003,19.134,59.29
Ragi,2016,Kharif,bihar,4777.0,3456,1205.6,732075.25,1671.95,0.756,32.150000000000006,29.218,75.2
Rapeseed &Mustard,2016,Rabi,bihar,82770.0,97684,1205.6,12684502.5,28969.5,1.115263158,0.47000000000000003,19.134,59.29
Rice,2016,Summer,bihar,84323.0,224329,1205.6,12922499.75,29513.05,2.493333333,2.09,34.730000000000004,27.39
Safflower,2016,Rabi,bihar,107.0,87,1205.6,16397.75,37.45,0.912,0.47000000000000003,19.134,59.29
Sannhamp,2016,Kharif,bihar,1201.0,971,1205.6,184053.25,420.35,0.832,32.150000000000006,29.218,75.2
Sesamum,2016,Kharif,bihar,2032.0,1777,1205.6,311404.0,711.2,0.9192,32.150000000000006,29.218,75.2
Small millets,2016,Kharif,bihar,4080.0,3095,1205.6,625260.0,1428.0,0.79,32.150000000000006,29.218,75.2
Sunflower,2016,Rabi,bihar,10286.0,14685,1205.6,1576329.5,3600.1,1.42125,0.47000000000000003,19.134,59.29
Urad,2016,Kharif,bihar,12983.0,11491,1205.6,1989644.75,4544.05,0.904137931,32.150000000000006,29.218,75.2
Wheat,2016,Rabi,bihar,2105811.0,5985841,1205.6,322715535.8,737033.85,2.781315789,0.47000000000000003,19.134,59.29
Arhar/Tur,2016,Kharif,chhattisgarh,63505.0,39056,1298.9,9732141.25,22226.75,0.592962963,38.42,27.472,78.188
Bajra,2016,Kharif,chhattisgarh,90.0,50,1298.9,13792.5,31.5,0.71,38.42,27.472,78.188
Barley,2016,Rabi,chhattisgarh,2065.0,1879,1298.9,316461.25,722.75,0.964285714,0.52,21.125999999999998,52.484
Castor seed,2016,Kharif,chhattisgarh,114.0,31,1298.9,17470.5,39.9,0.22,38.42,27.472,78.188
Gram,2016,Rabi,chhattisgarh,290655.0,338322,1298.9,44542878.75,101729.25,1.172,0.52,21.125999999999998,52.484
Groundnut,2016,Kharif,chhattisgarh,26726.0,46931,1298.9,4095759.5,9354.1,1.67375,38.42,27.472,78.188
Horse-gram,2016,Kharif,chhattisgarh,39873.0,15245,1298.9,6110537.25,13955.55,0.405217391,38.42,27.472,78.188
Horse-gram,2016,Rabi,chhattisgarh,3855.0,1122,1298.9,590778.75,1349.25,0.273636364,0.52,21.125999999999998,52.484
Jute,2016,Kharif,chhattisgarh,241.0,0,1298.9,36933.25,84.35,0.0,38.42,27.472,78.188
Khesari,2016,Rabi,chhattisgarh,222628.0,263154,1298.9,34117741.0,77919.8,1.545652174,0.52,21.125999999999998,52.484
Maize,2016,Kharif,chhattisgarh,120547.0,309324,1298.9,18473827.75,42191.45,2.348518519,38.42,27.472,78.188
Masoor,2016,Rabi,chhattisgarh,17080.0,6342,1298.9,2617510.0,5978.0,0.320869565,0.52,21.125999999999998,52.484
Mesta,2016,Kharif,chhattisgarh,1057.0,1717,1298.9,161985.25,369.95,2.141764706,38.42,27.472,78.188
Moong(Green Gram),2016,Kharif,chhattisgarh,9014.0,4071,1298.9,1381395.5,3154.9,0.398148148,38.42,27.472,78.188
Moong(Green Gram),2016,Rabi,chhattisgarh,6168.0,2367,1298.9,945246.0,2158.8,0.3312,0.52,21.125999999999998,52.484
Niger seed,2016,Kharif,chhattisgarh,60736.0,11387,1298.9,9307792.0,21257.6,0.20625,38.42,27.472,78.188
Other  Rabi pulses,2016,Rabi,chhattisgarh,1090.0,415,1298.9,167042.5,381.5,0.352105263,0.52,21.125999999999998,52.484
Other Kharif pulses,2016,Kharif,chhattisgarh,4866.0,1718,1298.9,745714.5,1703.1,0.335217391,38.42,27.472,78.188
Peas & beans (Pulses),2016,Rabi,chhattisgarh,14149.0,5664,1298.9,2168334.25,4952.15,0.3864,0.52,21.125999999999998,52.484
Potato,2016,Kharif,chhattisgarh,1398.0,6346,1298.9,214243.5,489.3,5.674166667,38.42,27.472,78.188
Potato,2016,Rabi,chhattisgarh,10912.0,49530,1298.9,1672264.0,3819.2,5.23826087,0.52,21.125999999999998,52.484
Ragi,2016,Kharif,chhattisgarh,7183.0,1747,1298.9,1100794.75,2514.05,0.200625,38.42,27.472,78.188
Rapeseed &Mustard,2016,Rabi,chhattisgarh,42918.0,18433,1298.9,6577183.5,15021.3,0.458148148,0.52,21.125999999999998,52.484
Rice,2016,Kharif,chhattisgarh,4052587.0,8793273,1298.9,621058957.8,1418405.45,2.076666667,38.42,27.472,78.188
Safflower,2016,Rabi,chhattisgarh,218.0,75,1298.9,33408.5,76.3,0.343636364,0.52,21.125999999999998,52.484
Sannhamp,2016,Kharif,chhattisgarh,1189.0,565,1298.9,182214.25,416.15,0.446190476,38.42,27.472,78.188
Sesamum,2016,Kharif,chhattisgarh,18366.0,7548,1298.9,2814589.5,6428.1,0.413703704,38.42,27.472,78.188
Small millets,2016,Kharif,chhattisgarh,104608.0,30613,1298.9,16031176.0,36612.8,0.295185185,38.42,27.472,78.188
Soyabean,2016,Kharif,chhattisgarh,96241.0,76127,1298.9,14748933.25,33684.35,1.375333333,38.42,27.472,78.188
Sunflower,2016,Kharif,chhattisgarh,2273.0,7,1298.9,348337.25,795.55,0.054705882,38.42,27.472,78.188
Urad,2016,Kharif,chhattisgarh,90063.0,29375,1298.9,13802154.75,31522.05,0.342592593,38.42,27.472,78.188
Urad,2016,Rabi,chhattisgarh,4324.0,1198,1298.9,662653.0,1513.4,0.301904762,0.52,21.125999999999998,52.484
Wheat,2016,Rabi,chhattisgarh,102114.0,151078,1298.9,15648970.5,35739.9,1.660769231,0.52,21.125999999999998,52.484
Arhar/Tur,2016,Kharif,gujarat,348245.0,394108,710.5,53368546.25,121885.75,1.145454545,15.11,28.778,69.902
Bajra,2016,Kharif,gujarat,179295.0,282188,710.5,27476958.75,62753.25,1.5624,15.11,28.778,69.902
Bajra,2016,Summer,gujarat,252076.0,629445,710.5,38630647.0,88226.6,2.438214286,0.01,32.405,44.705
Castor seed,2016,Kharif,gujarat,543697.0,1126810,710.5,83321565.25,190293.95,2.026206897,15.11,28.778,69.902
Cotton(lint),2016,Kharif,gujarat,2390944.0,5155549,710.5,366412168.0,836830.4,2.946333333,15.11,28.778,69.902
Gram,2016,Rabi,gujarat,164412.0,184887,710.5,25196139.0,57544.2,1.025454545,0.0,23.458,31.821999999999996
Groundnut,2016,Kharif,gujarat,1694732.0,2761198,710.5,259717679.0,593156.2,1.838,15.11,28.778,69.902
Groundnut,2016,Summer,gujarat,63644.0,113190,710.5,9753443.0,22275.4,1.6528125,0.01,32.405,44.705
Jowar,2016,Kharif,gujarat,73286.0,117562,710.5,11231079.5,25650.1,1.618333333,15.11,28.778,69.902
Jowar,2016,Rabi,gujarat,30139.0,45632,710.5,4618801.75,10548.65,1.506363636,0.0,23.458,31.821999999999996
Maize,2016,Kharif,gujarat,321379.0,539081,710.5,49251331.75,112482.65,1.789545455,15.11,28.778,69.902
Maize,2016,Rabi,gujarat,117169.0,277521,710.5,17956149.25,41009.15,2.16,0.0,23.458,31.821999999999996
Maize,2016,Summer,gujarat,11311.0,24059,710.5,1733410.75,3958.85,2.081428571,0.01,32.405,44.705
Moong(Green Gram),2016,Kharif,gujarat,153577.0,69704,710.5,23535675.25,53751.95,0.472580645,15.11,28.778,69.902
Moong(Green Gram),2016,Summer,gujarat,29165.0,26435,710.5,4469536.25,10207.75,0.766129032,0.01,32.405,44.705
Moth,2016,Kharif,gujarat,32478.0,15229,710.5,4977253.5,11367.3,0.477894737,15.11,28.778,69.902
Onion,2016,Rabi,gujarat,42408.0,1104672,710.5,6499026.0,14842.8,26.38703704,0.0,23.458,31.821999999999996
Onion,2016,Summer,gujarat,13489.0,400128,710.5,2067189.25,4721.15,26.55533333,0.01,32.405,44.705
Other  Rabi pulses,2016,Rabi,gujarat,21716.0,19417,710.5,3327977.0,7600.6,0.775714286,0.0,23.458,31.821999999999996
Other Cereals,2016,Kharif,gujarat,5937.0,3499,710.5,909845.25,2077.95,0.6875,15.11,28.778,69.902
Other Cereals,2016,Rabi,gujarat,13867.0,21025,710.5,2125117.75,4853.45,1.4275,0.0,23.458,31.821999999999996
Other Kharif pulses,2016,Kharif,gujarat,4791.0,2887,710.5,734220.75,1676.85,0.613529412,15.11,28.778,69.902
Ragi,2016,Kharif,gujarat,19205.0,23966,710.5,2943166.25,6721.75,1.133333333,15.11,28.778,69.902
Rapeseed &Mustard,2016,Rabi,gujarat,200062.0,354388,710.5,30659501.5,70021.7,1.72375,0.0,23.458,31.821999999999996
Rice,2016,Kharif,gujarat,792207.0,1808275,710.5,121405722.8,277272.45,2.0745,15.11,28.778,69.902
Rice,2016,Summer,gujarat,55403.0,180196,710.5,8490509.75,19391.05,3.133333333,0.01,32.405,44.705
Sesamum,2016,Kharif,gujarat,128910.0,68799,710.5,19755457.5,45118.5,0.540689655,15.11,28.778,69.902
Sesamum,2016,Summer,gujarat,20007.0,16326,710.5,3066072.75,7002.45,0.673333333,0.01,32.405,44.705
Soyabean,2016,Kharif,gujarat,120222.0,105981,710.5,18424021.5,42077.7,0.940555556,15.11,28.778,69.902
Tobacco,2016,Kharif,gujarat,37917.0,74392,710.5,5810780.25,13270.95,1.886,15.11,28.778,69.902
Tobacco,2016,Rabi,gujarat,116736.0,388498,710.5,17889792.0,40857.6,3.33,0.0,23.458,31.821999999999996
Urad,2016,Kharif,gujarat,193539.0,117650,710.5,29659851.75,67738.65,0.6584375,15.11,28.778,69.902
Urad,2016,Summer,gujarat,3812.0,4616,710.5,584189.0,1334.2,0.805833333,0.01,32.405,44.705
Wheat,2016,Rabi,gujarat,999370.0,2757755,710.5,153153452.5,349779.5,2.7428125,0.0,23.458,31.821999999999996
Arhar/Tur,2016,Kharif,haryana,5600.0,4160,554.7,858200.0,1960.0,0.84,15.76,30.880000000000003,53.525999999999996
Bajra,2016,Kharif,haryana,464300.0,934000,554.7,71153975.0,162505.0,2.046666667,15.76,30.880000000000003,53.525999999999996
Barley,2016,Rabi,haryana,20800.0,75500,554.7,3187600.0,7280.0,3.608,1.9,18.424,33.632
Castor seed,2016,Kharif,haryana,1800.0,2000,554.7,275850.0,630.0,1.073333333,15.76,30.880000000000003,53.525999999999996
Cotton(lint),2016,Kharif,haryana,571100.0,2046300,554.7,87521075.0,199885.0,3.212941176,15.76,30.880000000000003,53.525999999999996
Gram,2016,Rabi,haryana,36900.0,43200,554.7,5654925.0,12915.0,1.24,1.9,18.424,33.632
Groundnut,2016,Kharif,haryana,4700.0,5700,554.7,720275.0,1645.0,1.151666667,15.76,30.880000000000003,53.525999999999996
Horse-gram,2016,Kharif,haryana,200.0,100,554.7,30650.0,70.0,0.5,15.76,30.880000000000003,53.525999999999996
Jowar,2016,Kharif,haryana,52800.0,28200,554.7,8091600.0,18480.0,0.576666667,15.76,30.880000000000003,53.525999999999996
Maize,2016,Kharif,haryana,6300.0,19500,554.7,965475.0,2205.0,3.132222222,15.76,30.880000000000003,53.525999999999996
Masoor,2016,Rabi,haryana,1600.0,1200,554.7,245200.0,560.0,0.866666667,1.9,18.424,33.632
Moong(Green Gram),2016,Kharif,haryana,15800.0,5200,554.7,2421350.0,5530.0,0.686,15.76,30.880000000000003,53.525999999999996
Moth,2016,Kharif,haryana,600.0,100,554.7,91950.0,210.0,0.21,15.76,30.880000000000003,53.525999999999996
Peas & beans (Pulses),2016,Kharif,haryana,14225.0,105318,554.7,2179981.25,4978.75,8.504761905,15.76,30.880000000000003,53.525999999999996
Peas & beans (Pulses),2016,Rabi,haryana,3800.0,4700,554.7,582350.0,1330.0,1.257142857,1.9,18.424,33.632
Rapeseed &Mustard,2016,Rabi,haryana,504000.0,933100,554.7,77238000.0,176400.0,1.702857143,1.9,18.424,33.632
Rice,2016,Kharif,haryana,1384700.0,4451000,554.7,212205275.0,484645.0,2.9505,15.76,30.880000000000003,53.525999999999996
Sesamum,2016,Kharif,haryana,1600.0,1320,554.7,245200.0,560.0,0.8275,15.76,30.880000000000003,53.525999999999996
Sunflower,2016,Kharif,haryana,8600.0,12100,554.7,1317950.0,3010.0,1.72,15.76,30.880000000000003,53.525999999999996
Urad,2016,Kharif,haryana,1320.0,600,554.7,202290.0,462.0,1.5825,15.76,30.880000000000003,53.525999999999996
Wheat,2016,Rabi,haryana,2542100.0,12310000,554.7,389576825.0,889735.0,4.744761905,1.9,18.424,33.632
other oilseeds,2016,Rabi,haryana,1300.0,1500,554.7,199225.0,455.0,1.066666667,1.9,18.424,33.632
Arhar/Tur,2016,Kharif,madhya pradesh,692000.0,871000,1048.4,106049000.0,242200.0,1.214324324,48.21,27.145999999999997,77.078
Bajra,2016,Kharif,madhya pradesh,279000.0,776000,1048.4,42756750.0,97650.0,2.052222222,48.21,27.145999999999997,77.078
Barley,2016,Kharif,madhya pradesh,116100.0,384790,1048.4,17792325.0,40635.0,3.232105263,48.21,27.145999999999997,77.078
Cotton(lint),2016,Kharif,madhya pradesh,600000.0,947000,1048.4,91950000.0,210000.0,1.417,48.21,27.145999999999997,77.078
Gram,2016,Rabi,madhya pradesh,3223000.0,4546000,1048.4,493924750.0,1128050.0,1.435098039,0.42,21.596,36.206
Groundnut,2016,Kharif,madhya pradesh,254000.0,377000,1048.4,38925500.0,88900.0,1.393157895,48.21,27.145999999999997,77.078
Horse-gram,2016,Kharif,madhya pradesh,13000.0,6420,1048.4,1992250.0,4550.0,0.484,48.21,27.145999999999997,77.078
Jowar,2016,Kharif,madhya pradesh,221000.0,438000,1048.4,33868250.0,77350.0,1.761666667,48.21,27.145999999999997,77.078
Jute,2016,Kharif,madhya pradesh,6000.0,6000,1048.4,919500.0,2100.0,1.0,48.21,27.145999999999997,77.078
Linseed,2016,Rabi,madhya pradesh,119000.0,58000,1048.4,18236750.0,41650.0,0.558823529,0.42,21.596,36.206
